,Total Claim Amount
3575,412.8
3576,571.5315820000001
3577,88.17994
3578,475.2
3579,168.89233000000002
3580,316.8
3581,756.37287
3582,87.803087
3583,145.365072
3584,550.430985
3585,364.8
3586,552.646907
3587,76.60929499999999
3588,350.4
3589,345.6
3590,277.907701
3591,43.098746999999996
3592,225.51806499999998
3593,3.4637
3594,108.66764199999999
3595,777.6
3596,233.676034
3597,147.795699
3598,331.2
3599,41.122303
3600,279.714859
3601,312.0
3602,480.52122699999995
3603,504.0
3604,559.412583
3605,475.2
3606,655.2
3607,556.8
3608,763.2
3609,297.6
3610,408.0
3611,286.938064
3612,475.2
3613,830.4
3614,397.622116
3615,316.8
3616,392.92571200000003
3617,18.192921
3618,655.2
3619,21.007360000000002
3620,566.4
3621,541.755353
3622,73.848672
3623,523.688037
3624,94.714302
3625,138.42341399999998
3626,820.8
3627,379.2
3628,237.94682200000003
3629,1137.6
3630,283.743206
3631,419.75089199999996
3632,513.306893
3633,508.8
3634,116.257094
3635,83.39070600000001
3636,350.4
3637,525.6
3638,316.8
3639,139.331764
3640,566.4
3641,502.443591
3642,307.2
3643,759.119999
3644,292.8
3645,607.733606
3646,391.446775
3647,614.082146
3648,406.348084
3649,628.8
3650,101.34165
3651,567.343266
3652,188.204234
3653,441.6
3654,561.6
3655,307.2
3656,407.44023799999997
3657,807.279979
3658,316.8
3659,468.203397
3660,307.2
3661,120.10906100000001
3662,483.577807
3663,842.4
3664,496.8
3665,316.8
3666,340.8
3667,747.107317
3668,307.2
3669,139.745936
3670,432.0
3671,302.4
3672,640.491537
3673,326.4
3674,599.000883
3675,318.660896
3676,278.24204
3677,558.746277
3678,487.93016100000006
3679,393.6
3680,339.938915
3681,604.8
3682,549.271947
3683,496.8
3684,366.978793
3685,1443.4551060000001
3686,470.097411
3687,523.2
3688,343.159148
3689,222.75152400000002
3690,1368.0
3691,266.64063799999997
3692,504.0
3693,12.744774000000001
3694,979.2
3695,696.9628
3696,451.2
3697,360.773462
3698,508.8
3699,787.993313
3700,140.19694199999998
3701,626.4
3702,120.43658700000002
3703,109.03256499999999
3704,377.422029
3705,14.095914000000002
3706,523.733793
3707,628.8
3708,369.6
3709,523.2
3710,216.93498300000002
3711,454.3585
3712,67.530904
3713,652.8
3714,307.2
3715,936.0
3716,256.242825
3717,460.8
3718,303.002922
3719,9.716628
3720,201.455005
3721,77.451706
3722,525.6
3723,2.549986
3724,312.0
3725,1296.0
3726,566.4
3727,170.689399
3728,285.84958
3729,907.2
3730,640.8
3731,1099.2333609999998
3732,59.526095
3733,46.158117
3734,470.4
3735,297.6
3736,484.8
3737,1380.107186
3738,491.446146
3739,292.8
3740,456.0
3741,1394.849254
3742,316.8
3743,693.414133
3744,379.37883999999997
3745,149.688222
3746,535.080276
3747,170.106831
3748,225.558918
3749,624.0
3750,426.006858
3751,491.32289299999997
3752,372.594847
3753,86.599774
3754,432.0
3755,407.776546
3756,518.4
3757,111.823103
3758,604.8
3759,403.2
3760,1142.4
3761,633.6
3762,297.6
3763,532.747291
3764,340.8
3765,73.83951400000001
3766,158.00033200000001
3767,252.07689900000003
3768,345.6
3769,251.88684700000002
3770,566.4
3771,331.2
3772,196.879475
3773,532.8
3774,652.386798
3775,321.6
3776,604.8
3777,321.6
3778,393.6
3779,255.079807
3780,1182.289213
3781,513.6
3782,388.8
3783,302.4
3784,518.4
3785,439.2
3786,336.0
3787,734.4
3788,558.099357
3789,326.4
3790,410.391616
3791,111.04906299999999
3792,309.16177700000003
3793,325.56933399999997
3794,302.4
3795,291.91645
3796,35.915639
3797,60.021023
3798,523.815839
3799,504.0
3800,213.225001
3801,206.95076
3802,351.877002
3803,633.6
3804,64.396979
3805,292.8
3806,716.469391
3807,556.8
3808,820.018767
3809,26.731452
3810,801.0223679999999
3811,856.8
3812,620.10464
3813,209.596158
3814,18.077998
3815,242.545602
3816,158.077504
3817,376.002146
3818,1404.868905
3819,95.845811
3820,136.27248
3821,523.8888450000001
3822,91.83466800000001
3823,112.66091599999999
3824,1120.677126
3825,648.0
3826,100.212651
3827,392.920864
3828,393.6
3829,470.4
3830,166.5492
3831,343.98412
3832,196.977247
3833,921.6
3834,705.6
3835,116.322725
3836,427.2
3837,99.894584
3838,202.905809
3839,364.8
3840,388.135527
3841,415.850776
3842,326.4
3843,1126.65778
3844,907.2
3845,160.52105
3846,523.2
3847,125.510669
3848,1398.023248
3849,776.601764
3850,507.709291
3851,350.325879
3852,469.278843
3853,537.6
3854,1550.375183
3855,436.8
3856,655.791955
3857,199.44429399999999
3858,302.4
3859,288.572108
3860,495.750669
3861,386.22589700000003
3862,188.667196
3863,554.4
3864,33.781673
3865,393.6
3866,340.8
3867,432.0
3868,564.302867
3869,268.471802
3870,336.0
3871,181.287697
3872,628.366119
3873,159.383042
3874,312.0
3875,45.472477000000005
3876,243.292609
3877,443.78643700000003
3878,505.082702
3879,313.270725
3880,663.4237820000001
3881,1.587888
3882,24.843535
3883,670.581817
3884,475.20088
3885,417.6
3886,594.6837519999999
3887,518.4
3888,467.803638
3889,1056.0
3890,134.44278300000002
3891,355.2
3892,350.4
3893,494.4
3894,208.598246
3895,65.03063
3896,97.313649
3897,49.435556
3898,65.471028
3899,501.716934
3900,43.578516
3901,470.691875
3902,508.8
3903,425.489592
3904,962.526106
3905,331.2
3906,622.992063
3907,33.171413
3908,1258.327804
3909,937.327881
3910,306.818754
3911,577.385463
3912,345.6
3913,839.348464
3914,186.459607
3915,810.06514
3916,112.33660400000001
3917,387.774781
3918,76.475359
3919,381.57026099999996
3920,355.2
3921,309.577946
3922,71.10847
3923,35.768916
3924,528.0
3925,302.4
3926,489.6
3927,813.6
3928,360.48068900000004
3929,508.8
3930,460.8
3931,312.0
3932,2.4550330000000002
3933,373.227044
3934,17.269323
3935,40.622304
3936,640.584145
3937,508.8
3938,436.8
3939,396.608751
3940,374.4
3941,67.530904
3942,629.344642
3943,128.969729
3944,489.6
3945,599.000883
3946,229.711908
3947,338.79562000000004
3948,905.699717
3949,35.597288
3950,879.42749
3951,312.0
3952,562.4265849999999
3953,496.8
3954,1257.527908
3955,466.81627000000003
3956,643.2
3957,343.755209
3958,286.00396800000004
3959,436.8
3960,460.8
3961,571.2
3962,106.26765900000001
3963,171.18401599999999
3964,438.276898
3965,137.195447
3966,486.27855700000003
3967,352.394515
3968,556.8
3969,384.0
3970,345.6
3971,158.041549
3972,191.409775
3973,174.041566
3974,302.4
3975,297.6
3976,137.081716
3977,355.2
3978,326.66005099999995
3979,307.2
3980,714.831947
3981,32.978158
3982,272.835064
3983,331.2
3984,617.202619
3985,854.4
3986,667.2
3987,1389.1401210000001
3988,46.041452
3989,372.90968599999997
3990,307.2
3991,321.6
3992,496.8
3993,184.516188
3994,107.661239
3995,451.2
3996,507.560729
3997,325.395532
3998,122.48648600000001
3999,312.0
4000,93.515817
4001,111.26548600000001
4002,206.86342199999999
4003,280.800938
4004,318.866388
4005,355.2
4006,528.0
4007,350.4
4008,384.0
4009,334.452807
4010,808.844338
4011,542.4
4012,756.0
4013,612.0
4014,720.0
4015,580.8
4016,1027.0000289999998
4017,856.8
4018,653.685468
4019,568.798455
4020,611.918994
4021,612.0
4022,251.79586899999998
4023,325.88607
4024,452.915621
4025,489.6
4026,587.37679
4027,878.4
4028,380.919824
4029,345.6
4030,336.0
4031,482.4
4032,511.2
4033,220.03858799999998
4034,475.2
4035,740.838216
4036,863.9099890000001
4037,926.4
4038,470.275242
4039,384.0
4040,49.364253999999995
4041,151.589577
4042,777.6
4043,388.8
4044,254.30899100000002
4045,1368.0
4046,707.408058
4047,849.666647
4048,178.408186
4049,435.835125
4050,138.961963
4051,504.0
4052,528.2008599999999
4053,9.160139
4054,696.757797
4055,603.077136
4056,542.4
4057,508.8
4058,281.110788
4059,87.272319
4060,655.2
4061,621.617047
4062,899.6371800000001
4063,419.36595800000003
4064,565.1085009999999
4065,702.990032
4066,321.6
4067,263.090605
4068,416.2618
4069,446.4
4070,19.46445
4071,628.8
4072,504.0
4073,128.969729
4074,295.335363
4075,72.77155400000001
4076,312.0
4077,928.817071
4078,864.0
4079,1032.0
4080,453.6
4081,842.000858
4082,499.2
4083,156.54837
4084,27.210991999999997
4085,604.8
4086,1324.8
4087,471.44307699999996
4088,669.6
4089,441.6
4090,362.77454500000005
4091,21.143072
4092,508.8
4093,362.77454500000005
4094,523.8888450000001
4095,340.8
4096,100.517679
4097,277.201278
4098,542.4
4099,754.845659
4100,177.321283
4101,267.415871
4102,1032.0
4103,350.4
4104,302.4
4105,1000.8
4106,547.2
4107,154.750098
4108,657.6
4109,1008.0
4110,350.4
4111,357.109603
4112,163.955502
4113,317.42882599999996
4114,424.330166
4115,3.2008509999999997
4116,300.056383
4117,345.6
4118,292.8
4119,31.481852000000003
4120,445.62190599999997
4121,326.4
4122,419.36595800000003
4123,732.352745
4124,346.387342
4125,460.8
4126,979.2
4127,302.4
4128,626.4
4129,221.241837
4130,393.6
4131,302.4
4132,1082.8146359999998
4133,1210.245916
4134,828.0
4135,347.857619
4136,12.444326
4137,585.482275
4138,297.6
4139,537.6
4140,148.738098
4141,957.6
4142,393.6
4143,107.985836
4144,331.2
4145,189.096179
4146,561.6
4147,297.6
4148,224.093027
4149,327.685301
4150,109.47699399999999
4151,484.8
4152,498.77943899999997
4153,46.949646
4154,245.163042
4155,420.04198099999996
4156,52.336233
4157,571.479602
4158,61.536106999999994
4159,633.6
4160,292.8
4161,289.040734
4162,468.0
4163,354.081091
4164,7.3459460000000005
4165,1008.569798
4166,628.8
4167,136.17256899999998
4168,331.2
4169,317.10944700000005
4170,265.51696499999997
4171,429.171384
4172,350.4
4173,8.315904
4174,475.2
4175,292.8
4176,950.4
4177,326.4
4178,480.0
4179,47.952426
4180,114.743385
4181,94.958688
4182,321.6
4183,329.206567
4184,504.0
4185,412.8
4186,384.0
4187,412.8
4188,257.248789
4189,756.0
4190,363.865389
4191,439.2
4192,350.4
4193,439.2
4194,326.4
4195,820.8
4196,523.8888450000001
4197,525.6
4198,322.046658
4199,523.2
4200,312.0
4201,528.0
4202,1021.7193970000001
4203,404.243868
4204,16.150175
4205,513.6
4206,43.542559000000004
4207,364.8
4208,523.2
4209,236.63519
4210,292.8
4211,284.49502
4212,308.953614
4213,427.2
4214,741.6
4215,312.0
4216,14.386157
4217,108.025547
4218,345.6
4219,400.959425
4220,1274.4
4221,964.8
4222,465.6
4223,31.356274
4224,461.841879
4225,180.346146
4226,583.2
4227,528.2008599999999
4228,312.0
4229,311.514116
4230,350.4
4231,1263.3250070000001
4232,445.361629
4233,331.84747799999997
4234,345.022359
4235,250.41656899999998
4236,374.39982799999996
4237,569.761582
4238,394.968488
4239,392.69509700000003
4240,631.743039
4241,283.849464
4242,364.8
4243,515.122954
4244,312.0
4245,379.20934900000003
4246,342.832065
4247,81.609951
4248,115.40011899999999
4249,160.338007
4250,741.6
4251,177.948654
4252,25.89566
4253,350.4
4254,518.4
4255,446.4
4256,345.6
4257,307.2
4258,312.0
4259,39.627399
4260,60.227339
4261,307.2
4262,729.595208
4263,355.558088
4264,740.05751
4265,4.334425
4266,415.535724
4267,358.225234
4268,7.3459460000000005
4269,460.8
4270,331.2
4271,518.4
4272,1000.8
4273,551.413755
4274,554.1437980000001
4275,188.71760600000002
4276,410.846025
4277,12.603783
4278,849.6
4279,340.8
4280,472.85093200000006
4281,336.0
4282,446.4
4283,285.276083
4284,407.68374
4285,489.6
4286,423.81986399999994
4287,307.2
4288,403.2
4289,61.20919
4290,96.212835
4291,292.8
4292,41.927219
4293,484.8
4294,60.151529000000004
4295,547.2
4296,748.8
4297,439.36102900000003
4298,1499.806352
4299,532.8
4300,187.683707
4301,631.743039
4302,232.945977
4303,231.20188599999997
4304,213.574473
4305,289.040734
4306,542.4
4307,386.031248
4308,604.270179
4309,340.8
4310,720.054248
4311,440.26852699999995
4312,90.989464
4313,780.990942
4314,960.115399
4315,312.0
4316,316.8
4317,256.43802999999997
4318,109.11271299999999
4319,993.6
4320,323.836677
4321,528.0
4322,1183.780098
4323,200.768848
4324,326.281835
4325,393.6
4326,350.4
4327,339.42418
4328,412.8
4329,475.2
4330,1037.274096
4331,1310.4615800000001
4332,247.40235299999998
4333,720.0
4334,516.907624
4335,185.355353
4336,316.8
4337,455.191595
4338,382.067564
4339,702.990032
4340,484.8
4341,1324.8
4342,1654.202174
4343,312.0
4344,422.4
4345,669.6
4346,252.938842
4347,468.0
4348,489.6
4349,508.8
4350,1620.0
4351,19.170855
4352,234.393625
4353,312.0
4354,17.029835000000002
4355,38.513959
4356,178.839506
4357,59.026302
4358,244.72714399999998
4359,501.83778
4360,720.0
4361,489.6
4362,501.153571
4363,484.8
4364,355.198918
4365,508.8
4366,390.16191200000003
4367,424.330166
4368,312.0
4369,222.03232599999998
4370,504.0
4371,50.359627
4372,898.4300789999999
4373,378.5566
4374,225.045919
4375,159.383042
4376,449.601961
4377,413.002348
4378,345.6
4379,787.88953
4380,503.144025
4381,611.941558
4382,446.4
4383,536.481665
4384,453.6
4385,537.6
4386,643.2
4387,388.148089
4388,1428.972913
4389,162.19958400000002
4390,638.4
4391,110.527627
4392,1169.4097869999998
4393,590.4
4394,60.036683
4395,556.8
4396,312.0
4397,297.6
4398,566.4
4399,652.8
4400,99.674341
4401,271.489602
4402,350.4
4403,118.538444
4404,298.67104900000004
4405,586.390393
4406,432.0
4407,128.21198
4408,332.693627
4409,336.0
4410,528.0
4411,552.0
4412,297.6
4413,250.32325699999998
4414,561.6
4415,746.107437
4416,159.631303
4417,98.206649
4418,571.2
4419,499.2
4420,538.689882
4421,162.66264099999998
4422,340.8
4423,468.0
4424,561.6
4425,657.6
4426,523.2
4427,133.90028999999998
4428,542.4
4429,56.39419
4430,526.2487980000001
4431,662.4
4432,91.055318
4433,312.0
4434,486.27855700000003
4435,54.961039
4436,1000.8
4437,279.184512
4438,556.8
4439,601.6679019999999
4440,70.958361
4441,302.4
4442,1921.2489289999999
4443,1152.0
4444,931.2
4445,336.0
4446,504.0
4447,94.94292
4448,638.4
4449,491.384479
4450,324.69555499999996
4451,696.034509
4452,554.4
4453,835.2
4454,547.2
4455,930.5947070000001
4456,36.980596000000006
4457,542.4
4458,458.66138099999995
4459,150.96491
4460,421.19002
4461,882.8719449999999
4462,780.57363
4463,325.866271
4464,432.0
4465,329.206567
4466,345.6
4467,242.32040899999998
4468,445.702958
4469,292.8
4470,302.4
4471,343.705799
4472,454.188803
4473,264.46180499999997
4474,705.6
4475,216.4268
4476,292.8
4477,921.6
4478,499.2
4479,640.8
4480,369.6
4481,504.0
4482,340.8
4483,1267.549091
4484,66.667784
4485,459.785009
4486,125.768818
4487,482.4
4488,775.526054
4489,576.0
4490,621.218119
4491,417.6
4492,238.86865899999998
4493,460.815578
4494,462.63613
4495,309.577946
4496,504.0
4497,828.0
4498,1386.824722
4499,15.001594
4500,604.8
4501,427.25055
4502,302.4
4503,835.2
4504,118.50979099999999
4505,303.872752
4506,130.495798
4507,737.737825
4508,667.2
4509,614.03209
4510,278.932051
4511,67.618365
4512,460.8
4513,302.4
4514,691.677138
4515,393.6
4516,338.529369
4517,417.6
4518,355.2
4519,393.6
4520,446.4
4521,300.94029700000004
4522,95.997363
4523,609.6
4524,334.007478
4525,238.088581
4526,456.70273499999996
4527,650.52179
4528,278.072755
4529,115.07234
4530,40.562432
4531,244.158446
4532,345.6
4533,8.281829
4534,556.8
4535,460.8
4536,960.115399
4537,828.0
4538,331.2
4539,419.36595800000003
4540,1056.291709
4541,842.4
4542,785.367947
4543,279.996658
4544,542.4
4545,433.38842
4546,656.959783
4547,528.0
4548,344.469652
4549,350.30638500000003
4550,151.550875
4551,331.2
4552,422.4
4553,6.6712679999999995
4554,368.963633
4555,355.2
4556,568.8449049999999
4557,209.387509
4558,393.528054
4559,475.2
4560,272.9955
4561,882.8719449999999
4562,496.474767
4563,354.55391000000003
4564,460.8
4565,340.8
4566,425.81795
4567,1415.5793019999999
4568,546.4200089999999
4569,117.585017
4570,81.377259
4571,499.2
4572,1201.085226
4573,631.743039
4574,415.331869
4575,331.2
4576,480.0
4577,345.6
4578,604.8
4579,580.8
4580,528.2008599999999
4581,331.2
4582,355.2
4583,979.2
4584,176.006384
4585,288.205261
4586,366.60473199999996
4587,257.248789
4588,674.973614
4589,329.206567
4590,572.352362
4591,43.084332
4592,933.6246550000001
4593,468.0
4594,523.2
4595,208.035411
4596,184.222768
4597,1082.898726
4598,494.4
4599,340.8
4600,417.6
4601,614.572672
4602,316.8
4603,528.0
4604,672.0
4605,70.031111
4606,297.6
4607,532.8
4608,604.8
4609,42.293622
4610,646.785442
4611,267.786573
4612,109.28708
4613,307.2
4614,453.6
4615,494.187643
4616,178.006524
4617,537.6
4618,403.2
4619,186.448395
4620,290.30155299999996
4621,261.341223
4622,345.158393
4623,281.110788
4624,66.103422
4625,321.6
4626,698.4
4627,480.578584
4628,185.355353
4629,685.907341
4630,312.0
4631,950.4
4632,7.214579
4633,374.8996
4634,419.303041
4635,1706.4
4636,455.851876
4637,778.3500730000001
4638,304.699889
4639,126.950071
4640,744.769131
4641,628.8
4642,217.47277599999998
4643,302.4
4644,146.11068500000002
4645,331.2
4646,398.4
4647,224.15941600000002
4648,430.769347
4649,465.6
4650,914.4340970000001
4651,446.4
4652,96.431061
4653,245.248248
4654,475.159732
4655,556.85728
4656,855.3417289999999
4657,596.3209429999999
4658,171.248196
4659,532.806637
4660,496.8
4661,131.813652
4662,640.8
4663,312.0
4664,369.6
4665,331.2
4666,331.2
4667,350.4
4668,1301.796063
4669,377.498287
4670,386.031248
4671,571.2
4672,478.107847
4673,238.132215
4674,331.2
4675,292.8
4676,398.4
4677,518.4
4678,453.6
4679,2.54009
4680,350.4
4681,189.14472800000001
4682,1474.267145
4683,39.781368
4684,499.2
4685,242.842607
4686,195.218968
4687,22.326388
4688,547.2
4689,5.894778
4690,747.458052
4691,514.059402
4692,364.8
4693,326.4
4694,950.4
4695,375.514273
4696,151.97315600000002
4697,336.0
4698,40.950769
4699,839.593218
4700,609.801279
4701,669.399277
4702,731.479725
4703,340.8
4704,292.20678399999997
4705,192.265438
4706,300.056383
4707,604.8
4708,124.96741499999999
4709,82.811346
4710,292.8
4711,32.874675
4712,245.308491
4713,232.18350299999997
4714,568.746405
4715,476.903351
4716,19.575682999999998
4717,343.139611
4718,494.4
4719,1135.141469
4720,331.2
4721,547.2
4722,427.2
4723,393.6
4724,345.6
4725,614.4
4726,80.73124
4727,537.6
4728,494.4
4729,387.222556
4730,523.3374269999999
4731,419.471438
4732,466.446708
4733,672.026958
4734,365.835977
4735,579.710188
4736,388.346716
4737,432.36163099999993
4738,134.801691
4739,566.4
4740,158.126982
4741,331.2
4742,310.651386
4743,316.8
4744,362.77454500000005
4745,509.722387
4746,355.2
4747,364.8
4748,1490.4
4749,336.0
4750,285.020982
4751,292.8
4752,460.8
4753,681.328474
4754,160.62847
4755,114.09738300000001
4756,355.2
4757,315.879728
4758,585.6
4759,177.224451
4760,770.4
4761,305.544034
4762,504.0
4763,344.048739
4764,91.355165
4765,44.912125
4766,206.709951
4767,69.230355
4768,218.34216899999998
4769,72.61760500000001
4770,552.0
4771,127.104785
4772,532.8
4773,253.63785299999998
4774,802.278237
4775,504.0
4776,65.425125
4777,697.0109980000001
4778,300.37588700000003
4779,417.6
4780,712.8
4781,1621.560425
4782,329.494
4783,38.792481
4784,403.2
4785,525.6
4786,302.4
4787,103.75023399999999
4788,517.056582
4789,321.6
4790,432.0
4791,379.2
4792,523.2
4793,302.4
4794,316.8
4795,40.754246
4796,279.51121
4797,986.4
4798,439.001718
4799,900.0
4800,322.52882900000003
4801,42.431309999999996
4802,355.2
4803,306.337632
4804,200.662297
4805,756.0
4806,205.957043
4807,941.347502
4808,1027.2
4809,912.0
4810,61.715527
4811,114.97291399999999
4812,545.291103
4813,381.30699599999997
4814,388.8
4815,420.434259
4816,321.6
4817,465.6
4818,316.8
4819,111.586995
4820,1159.2
4821,272.024652
4822,9.424667999999999
4823,603.819794
4824,806.534801
4825,425.266308
4826,50.32306
4827,235.895575
4828,132.04149099999998
4829,25.713622
4830,38.379869
4831,163.9498
4832,307.2
4833,1046.4
4834,425.266308
4835,340.8
4836,1343.619461
4837,1090.122048
4838,379.2
4839,80.73124
4840,456.70273499999996
4841,1088.3837800000001
4842,403.2
4843,525.6
4844,76.629988
4845,297.6
4846,345.6
4847,508.8
4848,1294.700423
4849,189.97126699999998
4850,321.789644
4851,404.550554
4852,238.262773
4853,483.57815899999997
4854,340.8
4855,665.931223
4856,1261.319869
4857,178.006524
4858,302.4
4859,446.08475999999996
4860,121.88813999999999
4861,189.143402
4862,1118.9906939999998
4863,1375.2
4864,291.410965
4865,399.617715
4866,336.0
4867,103.607499
4868,221.04758399999997
4869,674.863718
4870,379.2
4871,31.585009999999997
4872,312.0
4873,340.8
4874,268.773368
4875,732.638975
4876,537.6
4877,74.666163
4878,345.6
4879,292.953446
4880,676.658911
4881,547.2
4882,648.0
4883,355.2
4884,222.080015
4885,386.031248
4886,528.0
4887,149.241472
4888,1980.0
4889,542.4
4890,783.211084
4891,191.945693
4892,60.090984
4893,222.90346200000002
4894,792.8684480000001
4895,386.520235
4896,284.000172
4897,25.478179
4898,1346.4
4899,412.8
4900,364.8
4901,499.2
4902,412.8
4903,676.8
4904,108.989737
4905,694.078608
4906,618.288849
4907,688.828746
4908,148.778455
4909,302.4
4910,667.2
4911,435.388932
4912,780.378964
4913,326.4
4914,68.019973
4915,1358.4
4916,511.2
4917,558.099357
4918,669.716478
4919,331.2
4920,157.208336
4921,155.511553
4922,424.330166
4923,386.245297
4924,202.961374
4925,412.8
4926,350.4
4927,316.97758799999997
4928,332.40907000000004
4929,806.4
4930,2552.343856
4931,532.8
4932,257.380112
4933,384.0
4934,408.0
4935,333.69622799999996
4936,708.693556
4937,265.215014
4938,8.129056
4939,494.19687300000004
4940,316.8
4941,556.8
4942,452.11560099999997
4943,421.906803
4944,1003.2
4945,684.0
4946,669.6
4947,355.2
4948,460.8
4949,45.463345000000004
4950,489.6
4951,234.997994
4952,667.2
4953,172.91303100000002
4954,391.687368
4955,355.909266
4956,307.2
4957,340.8
4958,602.911057
4959,312.0
4960,552.0
4961,312.0
4962,1265.387328
4963,705.6
4964,2042.569089
4965,345.6
4966,238.24510299999997
4967,1177.3235339999999
4968,661.008979
4969,181.21831699999998
4970,98.480884
4971,878.4
4972,264.642948
4973,696.115596
4974,93.309811
4975,246.25664799999998
4976,350.4
4977,529.490007
4978,518.4
4979,476.19735499999996
4980,614.4
4981,292.8
4982,403.2
4983,511.2
4984,161.537767
4985,666.307195
4986,600.0
4987,469.882367
4988,420.39344000000006
4989,427.2
4990,685.227276
4991,355.2
4992,319.294289
4993,475.423848
4994,340.8
4995,28.92584
4996,1143.494486
4997,297.6
4998,511.2
4999,43.618784000000005
5000,292.8
5001,1023.844984
5002,766.519022
5003,2.574682
5004,355.2
5005,32.715179
5006,101.288057
5007,40.445859999999996
5008,420.04198099999996
5009,122.302824
5010,588.269018
5011,446.4
5012,128.969729
5013,331.2
5014,848.161322
5015,91.914969
5016,453.6
5017,350.4
5018,850.389259
5019,609.680428
5020,379.029102
5021,362.77454500000005
5022,422.4
5023,554.4
5024,966.5410710000001
5025,532.8
5026,274.956819
5027,513.6
5028,1195.2
5029,915.1886470000001
5030,468.0
5031,350.097052
5032,150.693773
5033,638.371157
5034,124.376921
5035,153.17641899999998
5036,64.98293000000001
5037,710.4
5038,350.4
5039,55.510526
5040,164.282841
5041,439.2
5042,328.00485499999996
5043,892.8
5044,609.6
5045,111.872115
5046,181.689191
5047,547.2
5048,331.2
5049,384.0
5050,171.47583799999998
5051,85.968142
5052,787.993313
5053,640.229108
5054,374.527412
5055,321.6
5056,576.0
5057,976.1124560000001
5058,321.6
5059,166.972451
5060,657.6
5061,302.4
5062,677.63589
5063,1853.202354
5064,676.8
5065,132.492438
5066,355.2
5067,424.21918200000005
5068,243.23878399999998
5069,136.033828
5070,481.02578600000004
5071,835.2
5072,422.4
5073,996.775536
5074,2759.794354
5075,297.6
5076,657.6
5077,1176.2788
5078,125.96193799999999
5079,404.329477
5080,640.835113
5081,686.774939
5082,156.617415
5083,468.0
5084,484.8
5085,676.808053
5086,203.226649
5087,345.6
5088,624.0
5089,871.457982
5090,173.426207
5091,856.8
5092,816.0
5093,667.2
5094,916.8
5095,368.828511
5096,350.4
5097,312.0
5098,38.763897
5099,171.42631799999998
5100,355.2
5101,345.6
5102,321.6
5103,277.351026
5104,87.990528
5105,690.548602
5106,835.2
5107,59.860273
5108,336.0
5109,565.504258
5110,355.385287
5111,171.226873
5112,842.4
5113,401.83892099999997
5114,499.2
5115,705.6
5116,345.237659
5117,51.316527
5118,277.44896800000004
5119,19.575682999999998
5120,316.8
5121,303.872752
5122,508.8
5123,223.305224
5124,422.02466100000004
5125,753.6
5126,537.6
5127,763.2
5128,907.2
5129,128.516525
5130,223.72051000000002
5131,154.907769
5132,342.796508
5133,1441.843837
5134,359.861348
5135,146.75708600000002
5136,1154.635974
5137,556.8
5138,667.2
5139,441.6
5140,633.6
5141,475.2
5142,624.0
5143,446.4
5144,648.3641719999999
5145,595.2
5146,545.013504
5147,257.248789
5148,897.6
5149,369.818708
5150,196.155575
5151,307.2
5152,186.191931
5153,36.975673
5154,316.8
5155,52.752601
5156,684.0
5157,148.98255
5158,336.0
5159,473.36160199999995
5160,312.0
5161,202.24202
5162,523.2
5163,438.155584
5164,53.076203
5165,432.0
5166,417.6
5167,352.394515
5168,480.0
5169,347.060173
5170,353.098604
5171,480.0
5172,801.6
5173,379.2
5174,542.4
5175,224.90423399999997
5176,251.075981
5177,622.381217
5178,186.025014
5179,629.647822
5180,345.6
5181,246.065764
5182,441.6
5183,842.4
5184,133.907696
5185,241.304377
5186,571.2
5187,52.339396
5188,212.009825
5189,297.6
5190,117.87116499999999
5191,350.4
5192,579.452318
5193,350.4
5194,89.11979699999999
5195,1476.0
5196,129.985718
5197,1.208908
5198,313.36625499999997
5199,409.089884
5200,900.0
5201,6.07744
5202,355.114822
5203,902.4
5204,104.280764
5205,341.431343
5206,739.2
5207,960.115399
5208,370.503286
5209,232.01349
5210,283.66843900000003
5211,313.885191
5212,107.187926
5213,499.2
5214,90.094835
5215,1317.6
5216,1142.4
5217,309.577946
5218,1015.2
5219,748.8
5220,286.124652
5221,347.336864
5222,361.646987
5223,605.137484
5224,552.0
5225,370.755025
5226,1267.7096609999999
5227,69.142986
5228,618.3558830000001
5229,441.6
5230,566.673518
5231,137.09149399999998
5232,571.2
5233,296.692076
5234,16.524885
5235,395.729716
5236,32.228778000000005
5237,535.080276
5238,76.026046
5239,0.42331
5240,174.041566
5241,600.0
5242,292.8
5243,384.01403
5244,460.8
5245,489.6
5246,84.520776
5247,86.477384
5248,379.029102
5249,236.907007
5250,1163.620366
5251,83.121963
5252,489.6
5253,684.8517969999999
5254,182.927837
5255,132.543257
5256,379.029102
5257,571.2
5258,18.918935
5259,209.465295
5260,22.483259
5261,296.049396
5262,302.4
5263,518.346912
5264,1288.8
5265,537.6
5266,491.112176
5267,326.4
5268,340.8
5269,456.0
5270,451.2
5271,355.02863199999996
5272,619.2
5273,547.2
5274,1027.0000289999998
5275,321.6
5276,420.96680499999997
5277,218.71711299999998
5278,132.50346100000002
5279,1194.892002
5280,384.0
5281,378.26286400000004
5282,14.743098999999999
5283,334.015169
5284,278.80499100000003
5285,369.818708
5286,319.799712
5287,67.25345300000001
5288,430.093647
5289,316.8
5290,594.1776639999999
5291,326.281835
5292,340.8
5293,427.52730999999994
5294,583.2
5295,824.254866
5296,571.479602
5297,110.56706899999999
5298,770.4
5299,292.8
5300,702.990032
5301,601.983113
5302,421.147532
5303,357.14996
5304,124.380223
